statefp,state,maptype,district,population,population_18_over,PVI,dem_chance,Non-Hispanic White,African-American,Hispanic/Latino,Asian,Native American,Pacific Islander,Other,race_category,minority_chance,current_map,impossible
02,AK,Compact,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,Competitive,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,Dem,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,GOP,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,MajMin,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,Proportional,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,algorithmic-compact,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
02,AK,current,00,710231,522853,-9.39,5.409426732149461,68.27674317638036,3.084805863215856,4.673780202083568,5.332856462523884,13.270077823021001,0.8598975237781938,4.501838948997137%,Non-Hispanic White Majority,9.889405089838107,,
01,AL,Compact,01,683384,517918,-15.99,0.759506372109803,69.55966002340139,24.7340312559131,2.5187384875598067,1.306770569858549,0.8817998215933796,0.0362991824960708,0.9627006591777078%,Non-Hispanic White Majority,7.618242470996936,,
01,AL,Compact,02,681851,523934,-15.63,0.8468226438414033,67.56652555474545,26.960265987700744,2.8789885748968382,1.125714307527284,0.42925253944199077,0.05916775777101696,0.9800852779166841%,Non-Hispanic White Majority,9.31957631205359,,
01,AL,Compact,03,682685,518112,-26.31,0.03295521631693875,80.48954666172565,13.593971959730714,3.7437851275399914,0.7457846952010376,0.4294438268173677,0.03589957383731703,0.9615681551479217%,Non-Hispanic White Majority,1.4548292682204396,,
01,AL,Compact,04,683685,531897,-26.16,0.0344960093166158,83.71357612470084,11.167951689894847,2.9765161300026133,0.5931599539008492,0.5956040361197751,0.02632088543458602,0.9268711799464934%,Non-Hispanic White Majority,1.1215510682182734,,
01,AL,Compact,05,683329,520112,-19.04,0.301222590022013,76.06727012643431,15.24594702679423,4.967776171286185,1.5117897683575845,0.7363798566462608,0.06383240532808318,1.4070046451533516%,Non-Hispanic White Majority,2.493625445124036,,
01,AL,Compact,06,682509,522446,0.58,54.40711842056184,55.594262373527606,38.57700125946031,3.3674293611205752,1.4820670461636227,0.22298955298729436,0.023160288336019415,0.7330901184045815%,Non-Hispanic White Majority,42.18854866891187,,
01,AL,Compact,07,682293,512858,-0.16,48.781321413257686,52.278408448342425,43.33519219745037,2.25150041531964,0.9628396164240395,0.4574365613873626,0.026713047276244108,0.6879097137999213%,Non-Hispanic White Majority,55.07639901063547,,
01,AL,Competitive,01,682832,518583,-27.59,0.02231371703193808,79.0623680298043,14.831762707223337,3.0639261217587155,1.1787891234382926,0.776539146096189,0.049558122807727985,1.037056748871444%,Non-Hispanic White Majority,1.6380598613605117,,
01,AL,Competitive,02,682120,526170,-4.54,20.045160756169413,60.946652222665676,33.58382271889314,2.754813083224053,1.504836839804626,0.2782370716688523,0.049983845525210485,0.8816542182184466%,Non-Hispanic White Majority,25.121137235838205,,
01,AL,Competitive,03,681927,520336,-27.74,0.021316940235593145,81.23808462224409,13.56700285969066,3.249438824144399,0.5486839273085083,0.4387549583346146,0.033824298145813475,0.9242105101319148%,Non-Hispanic White Majority,1.3580957169264505,,
01,AL,Competitive,04,682972,521478,-30.14,0.01026008022491098,87.28805433786276,7.12589984620636,3.4555628425360223,0.5586045815930873,0.6134486977398855,0.023970330483740445,0.9344593635781375%,Non-Hispanic White Majority,0.6120985947231131,,
01,AL,Competitive,05,683329,520112,-19.04,0.301222590022013,76.06727012643431,15.24594702679423,4.967776171286185,1.5117897683575845,0.7363798566462608,0.06383240532808318,1.4070046451533516%,Non-Hispanic White Majority,2.493625445124036,,
01,AL,Competitive,06,682889,523442,0.75,55.68894601629031,55.458866502879026,38.63675440640988,3.4202452229664413,1.4947214782153515,0.22141899198000925,0.024071434848560107,0.7439219627007385%,Non-Hispanic White Majority,42.545751639662264,,
01,AL,Competitive,07,683667,517156,5.94,85.93735005038985,45.68157383845494,50.151985087671804,1.7950096295895241,0.917131387821083,0.6937945223491557,0.026104308951264223,0.7344012251622335%,Maj-Min (African-American),77.6945855184583,,
